author,name,year,genres,annotation,s3_link,local_link
Куприн Александр Иванович,Брильянты,1904,"['Рассказ', 'Проза', 'Рассказы 1900 - 1909 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1700.txt,../data/Куприн Александр Иванович.Брильянты.1904.txt
Куприн Александр Иванович,Бубен неуемный,1931,"['Рассказ', 'Проза', 'Рассказы 1918 - 1937 годов']",(Рассказ старого беженца).,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1931_buben.txt,../data/Куприн Александр Иванович.Бубен неуемный.1931.txt
Куприн Александр Иванович,В бактериологическом институте,1900,"['Очерк', 'Публицистика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1900_v_bakt_institute.txt,../data/Куприн Александр Иванович.В бактериологическом институте.1900.txt
Куприн Александр Иванович,В зверинце,1895,"['Рассказ', 'Проза', 'Рассказы 1889 - 1899 годов']","Первоначальное название - ""Смерть Цезаря"", при 2-м издании - ""Сон Цезаря"".",https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1152.txt,../data/Куприн Александр Иванович.В зверинце.1895.txt
Куприн Александр Иванович,В казарме,1903,"['Рассказ', 'Проза', 'Варианты и переводы']","(Картинка)Первоначальный вариант XI главы ""Поединка""",https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1639.txt,../data/Куприн Александр Иванович.В казарме.1903.txt
Куприн Александр Иванович,В клетке зверя,1910,"['Рассказ', 'Проза', 'Рассказы 1910 - 1917 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1990.txt,../data/Куприн Александр Иванович.В клетке зверя.1910.txt
Куприн Александр Иванович,В наши дни: Генерал Пфуль,1917,"['Статья', 'Публицистика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1917_general_pful.txt,../data/Куприн Александр Иванович.В наши дни: Генерал Пфуль.1917.txt
Куприн Александр Иванович,В наши дни: Пахнет гарью,1917,"['Статья', 'Публицистика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1917_pahnet_gariyu.txt,../data/Куприн Александр Иванович.В наши дни: Пахнет гарью.1917.txt
Куприн Александр Иванович,В недрах земли,1899,"['Рассказ', 'Проза', 'Рассказы для детей, сказки и легенды']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1502.txt,../data/Куприн Александр Иванович.В недрах земли.1899.txt
Куприн Александр Иванович,В цирке,1901,"['Рассказ', 'Проза', 'Рассказы 1900 - 1909 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1600.txt,../data/Куприн Александр Иванович.В цирке.1901.txt
Куприн Александр Иванович,В. В. Подкольский. Вечером. Рассказы,1902,"['Статья', 'Критика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1902_podkolsky.txt,"../data/Куприн Александр Иванович.В. В. Подкольский. ""Вечером. Рассказы"".1902.txt"
Куприн Александр Иванович,В. Д. Кузьмин-Караваев,1927,"['Очерк', 'Мемуары', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1927_kuzmin.txt,../data/Куприн Александр Иванович.В. Д. Кузьмин-Караваев.1927.txt
Куприн Александр Иванович,В. Н. Ладыженский,1932,"['Очерк', 'Мемуары', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1932_ladyzhensky.txt,../data/Куприн Александр Иванович.В. Н. Ладыженский.1932.txt
Куприн Александр Иванович,В. фон Дрейер. Крестный путь во имя Родины,1921,"['Статья', 'Критика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1921_dreyer.txt,"../data/Куприн Александр Иванович.В. фон Дрейер. ""Крестный путь во имя Родины"".1921.txt"
Куприн Александр Иванович,Вальдшнепы,1933,"['Рассказ', 'Проза', 'Рассказы 1918 - 1937 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_2642_valdshepy.txt,../data/Куприн Александр Иванович.Вальдшнепы.1933.txt
Куприн Александр Иванович,Великая Русь,1924,"['Статья', 'Публицистика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1924_velikaya_rus.txt,../data/Куприн Александр Иванович.Великая Русь.1924.txt
Куприн Александр Иванович,Великий Немой,1929,"['Очерк', 'Публицистика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1929_veliky_nemoy.txt,../data/Куприн Александр Иванович.Великий Немой.1929.txt
Куприн Александр Иванович,Великий князь Михаил Александрович,1918,"['Статья', 'Публицистика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1918_veliky_knyaz.txt,../data/Куприн Александр Иванович.Великий князь Михаил Александрович.1918.txt
Куприн Александр Иванович,Вечерний гость,1904,"['Рассказ', 'Проза', 'Рассказы 1900 - 1909 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1650.txt,../data/Куприн Александр Иванович.Вечерний гость.1904.txt
Куприн Александр Иванович,Вечная память,1921,"['Очерк', 'Мемуары', 'Публицистика, воспоминания, критика']",(Л. Г. Корнилов).,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1921_vechnaya_pamyat.txt,../data/Куприн Александр Иванович.Вечная память.1921.txt
Куприн Александр Иванович,Вилье де Лиль-Адан. Жестокие рассказы,1908,"['Статья', 'Критика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1908_lil-adan.txt,"../data/Куприн Александр Иванович.Вилье де Лиль-Адан. ""Жестокие рассказы"".1908.txt"
Куприн Александр Иванович,Владимир Голиков. Рассказы,1904,"['Статья', 'Критика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1904_golikov.txt,../data/Куприн Александр Иванович.Владимир Голиков. Рассказы.1904.txt
Куприн Александр Иванович,Владимир Горийский. Песни солнца,1932,"['Статья', 'Критика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1932_goriysky.txt,"../data/Куприн Александр Иванович.Владимир Горийский. ""Песни солнца"".1932.txt"
Куприн Александр Иванович,Волшебный ковер,1919,"['Рассказ', 'Проза', 'Рассказы для детей, сказки и легенды']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1919_volshbny_kover.txt,../data/Куприн Александр Иванович.Волшебный ковер.1919.txt
Куприн Александр Иванович,Воробей,1895,"['Рассказ', 'Проза', 'Рассказы 1889 - 1899 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1140.txt,../data/Куприн Александр Иванович.Воробей.1895.txt
Куприн Александр Иванович,Воробьиный царь,1923,"['Рассказ', 'Проза', 'Сказки', 'Детская', 'Рассказы 1918 - 1937 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1923_vorobiny_tzar.txt,../data/Куприн Александр Иванович.Воробьиный царь.1923.txt
Куприн Александр Иванович,Воспоминания М. К. Куприной-Иорданской в записи Н. К. Вержбицкого,1928,"['Описание', 'Мемуары', 'Об авторе']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1928_vosp_kuprinoy.txt,../data/Куприн Александр Иванович.Воспоминания М. К. Куприной-Иорданской в записи Н. К. Вержбицкого.1928.txt
Куприн Александр Иванович,Воспоминания об А. И. Куприне,1951,"['Статья', 'Мемуары', 'Об авторе']",Юрий Григорков. А. И. Куприн (Мои воспоминания)Людмила Врангель. Воспоминание об А. И. КупринеЛидия Арсеньева. О КупринеВладимир Крымов. Закат большого таланта. А. И. Куприн,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1580-1.txt,../data/Куприн Александр Иванович.Воспоминания об А. И. Куприне.1951.txt
Куприн Александр Иванович,Впотьмах,1892,"['Повесть', 'Проза', 'Повести и романы']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_0100.txt,../data/Куприн Александр Иванович.Впотьмах.1892.txt
Куприн Александр Иванович,Врачебная этика,1916,"['Рассказ', 'Проза', 'Рассказы 1910 - 1917 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1916_vrachebnayaya_etika.txt,../data/Куприн Александр Иванович.Врачебная этика.1916.txt
Куприн Александр Иванович,Все качества,1918,"['Статья', 'Публицистика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1918_vse_kachestva.txt,../data/Куприн Александр Иванович.Все качества.1918.txt
Куприн Александр Иванович,Вскладчину,1918,"['Статья', 'Публицистика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1918_vskladchiny.txt,../data/Куприн Александр Иванович.Вскладчину.1918.txt
Куприн Александр Иванович,Высокие покровители,1920,"['Статья', 'Публицистика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1920_vysokie_pokroviteti.txt,../data/Куприн Александр Иванович.Высокие покровители.1920.txt
Куприн Александр Иванович,Гамбринус,1906,"['Рассказ', 'Проза', 'Рассказы 1900 - 1909 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1840.txt,../data/Куприн Александр Иванович.Гамбринус.1906.txt
Куприн Александр Иванович,Гатчинский призрак,1918,"['Рассказ', 'Проза', 'Рассказы 1918 - 1937 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1918_gatchinsky_prizrak.txt,../data/Куприн Александр Иванович.Гатчинский призрак.1918.txt
Куприн Александр Иванович,Где конец?,1918,"['Статья', 'Публицистика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1918_gde_konetz.txt,../data/Куприн Александр Иванович.Где конец?.1918.txt
Куприн Александр Иванович,Гемма,1932,"['Рассказ', 'Проза', 'Рассказы 1918 - 1937 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_2569_gemma.txt,../data/Куприн Александр Иванович.Гемма.1932.txt
Куприн Александр Иванович,Генрик Сенкевич,1901,"['Статья', 'Критика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1901_senkevich.txt,../data/Куприн Александр Иванович.Генрик Сенкевич.1901.txt
Куприн Александр Иванович,"Геро, Леандр и пастух",1929,"['Рассказ', 'Проза', 'Рассказы для детей, сказки и легенды']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_2548_gelo_leandr_i_pastuh.txt,"../data/Куприн Александр Иванович.Геро, Леандр и пастух.1929.txt"
Куприн Александр Иванович,Гога Веселов,1916,"['Рассказ', 'Проза', 'Рассказы 1910 - 1917 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_2210_goga_veselov.txt,../data/Куприн Александр Иванович.Гога Веселов.1916.txt
Куприн Александр Иванович,Гоголь-моголь,1917,"['Рассказ', 'Проза', 'Рассказы 1910 - 1917 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1917_gogol-mogol.txt,../data/Куприн Александр Иванович.Гоголь-моголь.1917.txt
Куприн Александр Иванович,Гранатовый браслет,1910,"['Повесть', 'Проза', 'Повести и романы']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_0170.txt,../data/Куприн Александр Иванович.Гранатовый браслет.1910.txt
Куприн Александр Иванович,Грань столетия,1900,"['Пьеса', 'Драматургия', 'Драматургия и поэзия']","(Драматическая трилогия (нет, даже больше!) в... действиях и... картинах).",https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1900_gran_stoletiya.txt,../data/Куприн Александр Иванович.Грань столетия.1900.txt
Куприн Александр Иванович,Гусеница,1918,"['Рассказ', 'Проза', 'Рассказы 1918 - 1937 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1918_gusenitza.txt,../data/Куприн Александр Иванович.Гусеница.1918.txt
Куприн Александр Иванович,Гуслицкая фабрика,1921,"['Статья', 'Публицистика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1921_fabrika.txt,../data/Куприн Александр Иванович.Гуслицкая фабрика.1921.txt
Куприн Александр Иванович,Двоенос,1930,"['Рассказ', 'Проза', 'Рассказы 1918 - 1937 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1930_dvoenos.txt,../data/Куприн Александр Иванович.Двоенос.1930.txt
Куприн Александр Иванович,Дедушка Мороз,1929,"['Рассказ', 'Проза', 'Рассказы 1918 - 1937 годов']",(Из старых времен).,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1929_molitva.txt,../data/Куприн Александр Иванович.Дедушка Мороз.1929.txt
Куприн Александр Иванович,Демир-Кая,1906,"['Рассказ', 'Проза', 'Рассказы для детей, сказки и легенды']",Восточная легенда,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1824.txt,../data/Куприн Александр Иванович.Демир-Кая.1906.txt
Куприн Александр Иванович,Детский сад,1897,"['Рассказ', 'Проза', 'Рассказы для детей, сказки и легенды']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1424.txt,../data/Куприн Александр Иванович.Детский сад.1897.txt
Куприн Александр Иванович,Джек Лондон,1916,"['Статья', 'Публицистика', 'Критика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1916_jack_london.txt,../data/Куприн Александр Иванович.Джек Лондон.1916.txt
Куприн Александр Иванович,Добрый волшебник,1928,"['Очерк', 'Публицистика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1928_dobry_volshebnik.txt,../data/Куприн Александр Иванович.Добрый волшебник.1928.txt
Куприн Александр Иванович,Дознание,1894,"['Рассказ', 'Проза', 'Рассказы 1889 - 1899 годов']","В первом издании рассказ имел название  ""Из отдаленного будущего""",https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1040.txt,../data/Куприн Александр Иванович.Дознание.1894.txt
Куприн Александр Иванович,Доктор Шатуновский,1921,"['Статья', 'Публицистика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1921_doktor_shatunovsky.txt,../data/Куприн Александр Иванович.Доктор Шатуновский.1921.txt
Куприн Александр Иванович,Доменная печь,1917,"['Очерк', 'Публицистика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1917_domennaya_pech.txt,../data/Куприн Александр Иванович.Доменная печь.1917.txt
Куприн Александр Иванович,Домик,1930,"['Рассказ', 'Проза', 'Рассказы 1918 - 1937 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_2554_domik.txt,../data/Куприн Александр Иванович.Домик.1930.txt
Куприн Александр Иванович,Дочь великого Барнума,1926,"['Рассказ', 'Проза', 'Рассказы 1918 - 1937 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_2400.txt,../data/Куприн Александр Иванович.Дочь великого Барнума.1926.txt
Куприн Александр Иванович,Друзья,1896,"['Рассказ', 'Проза', 'Рассказы 1889 - 1899 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1360.txt,../data/Куприн Александр Иванович.Друзья.1896.txt
Куприн Александр Иванович,Дурной каламбур,1929,"['Рассказ', 'Проза', 'Рассказы 1918 - 1937 годов']","Первоначальное название ""Суррогат"".",https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_2553_durnoy_kalambur.txt,../data/Куприн Александр Иванович.Дурной каламбур.1929.txt
Куприн Александр Иванович,Дух века,1900,"['Рассказ', 'Проза', 'Фантастика', 'Рассказы 1900 - 1909 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1520.txt,../data/Куприн Александр Иванович.Дух века.1900.txt
Куприн Александр Иванович,Дюма-отец,1930,"['Очерк', 'Публицистика', 'Критика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1930_duma-otetz.txt,../data/Куприн Александр Иванович.Дюма-отец.1930.txt
Куприн Александр Иванович,Е. А. Кельчевский. После урагана,1927,"['Статья', 'Критика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1927_kelchevsky.txt,"../data/Куприн Александр Иванович.Е. А. Кельчевский. ""После урагана"".1927.txt"
Куприн Александр Иванович,Е. А. Колтоновская. Женские силуэты,1912,"['Статья', 'Критика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1912_koltonovskaya.txt,"../data/Куприн Александр Иванович.Е. А. Колтоновская. ""Женские силуэты"".1912.txt"
Куприн Александр Иванович,Елань,1929,"['Очерк', 'Проза', 'Очерки']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1929_elan.txt,../data/Куприн Александр Иванович.Елань.1929.txt
Куприн Александр Иванович,Жанета,1933,"['Повесть', 'Проза', 'Повести и романы']",Принцесса четырех улиц.,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_0230.txt,../data/Куприн Александр Иванович.Жанета.1933.txt
Куприн Александр Иванович,Желтугинская республика,1918,"['Статья', 'Публицистика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1918_respublika.txt,../data/Куприн Александр Иванович.Желтугинская республика.1918.txt
Куприн Александр Иванович,Жидкое солнце,1912,"['Повесть', 'Проза', 'Фантастика', 'Повести и романы']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_0183_zhidkoe_solnce.txt,../data/Куприн Александр Иванович.Жидкое солнце.1912.txt
Куприн Александр Иванович,Жидовка,1904,"['Рассказ', 'Проза', 'Рассказы 1900 - 1909 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1690.txt,../data/Куприн Александр Иванович.Жидовка.1904.txt
Куприн Александр Иванович,Жизнь,1895,"['Рассказ', 'Проза', 'Детская', 'Рассказы для детей, сказки и легенды']",Рождественская сказка ,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1262.txt,../data/Куприн Александр Иванович.Жизнь.1895.txt
Куприн Александр Иванович,Жокей и лошадь,1923,"['Рассказ', 'Проза', 'Рассказы 1918 - 1937 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1923_zhokey_i_loshad.txt,../data/Куприн Александр Иванович.Жокей и лошадь.1923.txt
Куприн Александр Иванович,Жрец,1905,"['Рассказ', 'Проза', 'Рассказы 1900 - 1909 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1760.txt,../data/Куприн Александр Иванович.Жрец.1905.txt
Куприн Александр Иванович,Забытый поцелуй,1894,"['Рассказ', 'Проза', 'Рассказы для детей, сказки и легенды']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1100.txt,../data/Куприн Александр Иванович.Забытый поцелуй.1894.txt
Куприн Александр Иванович,Завирайка,1928,"['Рассказ', 'Проза', 'Детская', 'Рассказы 1918 - 1937 годов']",Собачья душа.,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_2416_zaviraika.txt,../data/Куприн Александр Иванович.Завирайка.1928.txt
Куприн Александр Иванович,Заклятие,1927,"['Рассказ', 'Проза', 'Рассказы 1918 - 1937 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1927_zaklyatie.txt,../data/Куприн Александр Иванович.Заклятие.1927.txt
Куприн Александр Иванович,Законный срок,1918,"['Статья', 'Публицистика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1918_zkonny_srok.txt,../data/Куприн Александр Иванович.Законный срок.1918.txt
Куприн Александр Иванович,Заметка о Джеке Лондоне,1911,"['Статья', 'Публицистика', 'Критика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1911_zametka_o_jacke_londone.txt,../data/Куприн Александр Иванович.Заметка о Джеке Лондоне.1911.txt
Куприн Александр Иванович,Звезда Соломона,1917,"['Повесть', 'Проза', 'Повести и романы']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_0221_zvezda_solomona.txt,../data/Куприн Александр Иванович.Звезда Соломона.1917.txt
Куприн Александр Иванович,Звездный флаг,1917,"['Статья', 'Публицистика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1917_zvezdny_flag.txt,../data/Куприн Александр Иванович.Звездный флаг.1917.txt
Куприн Александр Иванович,Звериный урок,1927,"['Рассказ', 'Проза', 'Сказки', 'Детская', 'Рассказы для детей, сказки и легенды']",Сказка.,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_2405_zveriniy_urok.txt,../data/Куприн Александр Иванович.Звериный урок.1927.txt
Куприн Александр Иванович,Земля. Сборник шестой. Московское книгоиздательство. Москва. 1911,1911,"['Статья', 'Критика', 'О творчестве автора']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1911_zemlya_oldorfo.txt,../data/Куприн Александр Иванович.Земля. Сборник шестой. Московское книгоиздательство. Москва. 1911.1911.txt
Куприн Александр Иванович,Золотой петух,1923,"['Рассказ', 'Проза', 'Рассказы 1918 - 1937 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_2352_zolotoy_petuh.txt,../data/Куприн Александр Иванович.Золотой петух.1923.txt
Куприн Александр Иванович,Игрушка,1895,"['Рассказ', 'Проза', 'Рассказы 1889 - 1899 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1150.txt,../data/Куприн Александр Иванович.Игрушка.1895.txt
Куприн Александр Иванович,Избранные поэтические переводы,1920,"['Сборник стихов', 'Поэзия', 'Переводы', 'Драматургия и поэзия']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1670.txt,../data/Куприн Александр Иванович.Избранные поэтические переводы.1920.txt
Куприн Александр Иванович,Извощик Петр,1924,"['Рассказ', 'Проза', 'Рассказы 1918 - 1937 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1924_izvozchik_petr.txt,../data/Куприн Александр Иванович.Извощик Петр.1924.txt
Куприн Александр Иванович,Изумруд,1907,"['Рассказ', 'Проза', 'Рассказы 1900 - 1909 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1864.txt,../data/Куприн Александр Иванович.Изумруд.1907.txt
Куприн Александр Иванович,Илья Репин,1931,"['Статья', 'Публицистика', 'Публицистика, воспоминания, критика']",(К годовщине со дня смерти).,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1931_ilia_repin.txt,../data/Куприн Александр Иванович.Илья Репин.1931.txt
Куприн Александр Иванович,Инна,1928,"['Рассказ', 'Проза', 'Рассказы 1918 - 1937 годов']",Рассказ бездомного человека.,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_2410.txt,../data/Куприн Александр Иванович.Инна.1928.txt
Куприн Александр Иванович,Искусство,1906,"['Миниатюра', 'Проза', 'Рассказы 1900 - 1909 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1792.txt,../data/Куприн Александр Иванович.Искусство.1906.txt
Куприн Александр Иванович,Исполины,1907,"['Рассказ', 'Проза', 'Сатира и юмор']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1857.txt,../data/Куприн Александр Иванович.Исполины.1907.txt
Куприн Александр Иванович,К славе,1894,"['Рассказ', 'Проза', 'Рассказы 1889 - 1899 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1090.txt,../data/Куприн Александр Иванович.К славе.1894.txt
Куприн Александр Иванович,К убийству В. Володарского. У могилы,1918,"['Статья', 'Публицистика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1918_volodarsky.txt,../data/Куприн Александр Иванович.К убийству В. Володарского. У могилы.1918.txt
Куприн Александр Иванович,Как я был актером,1903,"['Рассказ', 'Проза', 'Рассказы 1900 - 1909 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1830.txt,../data/Куприн Александр Иванович.Как я был актером.1903.txt
Куприн Александр Иванович,Каломель,1918,"['Рассказ', 'Проза', 'Рассказы 1918 - 1937 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1918_kalomel.txt,../data/Куприн Александр Иванович.Каломель.1918.txt
Куприн Александр Иванович,Каприз,1897,"['Рассказ', 'Проза', 'Рассказы 1889 - 1899 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1400.txt,../data/Куприн Александр Иванович.Каприз.1897.txt
Куприн Александр Иванович,Картина,1895,"['Рассказ', 'Проза', 'Рассказы 1889 - 1899 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1180.txt,../data/Куприн Александр Иванович.Картина.1895.txt
Куприн Александр Иванович,Киевские типы,1897,"['Очерк', 'Проза', 'Публицистика', 'Очерки']","Цикл очерков, опубликованных в 1895 - 1897 гг.: 1. Студент-драгун 2. Днепровский мореход 3. Будущая Патти 4. Лжесвидетель 5. Певчий 6. Пожарный 7. Квартирная хозяйка 8. Босяк 9. Вор 10. Художник 11. ""Стрелки"" 12. Заяц 13. Доктор 14. ""Ханжушка"" 15. Бенефициант 16. ""Поставщик карточек""",https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_4010.txt,../data/Куприн Александр Иванович.Киевские типы.1897.txt
Куприн Александр Иванович,Киевский Бедлам,1895,"['Статья', 'Публицистика', 'Публицистика, воспоминания, критика']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1895_kievsky_bedlam.txt,../data/Куприн Александр Иванович.Киевский Бедлам.1895.txt
Куприн Александр Иванович,Кислород,1927,"['Рассказ', 'Проза', 'Рассказы 1918 - 1937 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1927_kislorod.txt,../data/Куприн Александр Иванович.Кислород.1927.txt
Куприн Александр Иванович,Клоун,1897,"['Пьеса', 'Драматургия', 'Драматургия и поэзия']",Пьеса в 1 действии.,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1897_kloun.txt,../data/Куприн Александр Иванович.Клоун.1897.txt
Куприн Александр Иванович,Кляча,1896,"['Рассказ', 'Проза', 'Рассказы 1889 - 1899 годов']",,https://storage.yandexcloud.net/auth-def-2024/raw/kuprin_a_i_text_1340.txt,../data/Куприн Александр Иванович.Кляча.1896.txt
